Employee_ID,Age,Gender,Marital_Status,Education_Level,Job_Role,Department,Years_with_Company,Current_Salary,Job_Satisfaction_Score,Performance_Rating,Promotion_History,Training_History,Exit_Reason,Work_Life_Balance_Score,Previous_Experience_Years,Status,Date_of_Joining,Date_of_Leaving,Resignation Status
EMP_410,27,Female,Single,Master's,Sales,Management,10,109738,4,3,0,Not Completed,Voluntary,2,13,Active,12/3/2010,,N
EMP_411,36,Female,Single,Bachelor's,HR,Finance,16,105767,4,2,0,Not Completed,None,4,3,Resigned,2/7/2008,3/22/2013,Y
EMP_412,38,Other,Single,High School,Manager,HR,8,70720,4,4,0,Not Completed,None,4,9,Active,6/15/2003,,N
EMP_413,47,Male,Married,Master's,IT Support,IT,12,39595,1,4,2,Not Completed,Retirement,4,4,Active,9/16/2015,,N
EMP_414,43,Male,Married,Master's,Manager,Sales,3,115623,5,2,2,Not Completed,None,5,8,Active,12/8/2012,,N
EMP_415,30,Male,Single,Master's,Finance,IT,4,100018,2,4,2,Completed,Involuntary,2,2,Terminated,6/9/2003,11/20/2008,Y
EMP_416,33,Other,Single,Doctorate,Manager,Finance,17,64749,2,2,1,Completed,Voluntary,2,2,Terminated,8/10/2001,4/17/2011,Y
EMP_417,43,Other,Single,Master's,Manager,Sales,13,43918,3,2,2,Completed,None,1,11,Terminated,3/20/2004,12/8/2013,Y
EMP_418,44,Male,Single,Bachelor's,IT Support,Management,6,59984,4,3,0,Completed,Voluntary,2,1,Resigned,3/4/2002,12/18/2005,Y
EMP_419,58,Male,Single,Bachelor's,Engineer,HR,3,45813,2,3,0,Completed,Involuntary,1,7,Resigned,9/21/2010,9/2/2014,Y
EMP_420,35,Male,Married,Bachelor's,IT Support,Sales,14,34466,4,3,1,Not Completed,Involuntary,1,6,Resigned,5/4/2019,4/5/2029,Y
EMP_421,45,Other,Divorced,Master's,HR,Finance,7,64999,2,2,2,Completed,Involuntary,5,1,Resigned,8/30/2014,7/9/2020,Y
EMP_422,29,Other,Divorced,Bachelor's,Sales,IT,3,88115,5,3,1,Not Completed,Retirement,2,3,Terminated,7/4/2015,9/24/2023,Y
EMP_423,47,Female,Divorced,Master's,Finance,Finance,6,117701,3,1,1,Completed,Voluntary,2,6,Active,12/7/2017,,N
EMP_424,53,Male,Married,Master's,Engineer,Engineering,13,71164,4,1,2,Completed,None,5,0,Active,4/21/2017,,N
EMP_425,49,Male,Divorced,Master's,Sales,Sales,14,108777,1,3,1,Not Completed,None,5,0,Active,7/13/2005,,N
EMP_426,53,Female,Divorced,Doctorate,Sales,HR,15,108648,1,2,2,Completed,Involuntary,2,7,Active,4/28/2000,,N
EMP_427,43,Male,Divorced,High School,Engineer,HR,16,104919,2,1,2,Completed,Voluntary,2,5,Resigned,4/28/2003,8/23/2007,Y
EMP_428,30,Female,Divorced,Bachelor's,Finance,IT,1,49699,5,3,1,Not Completed,Voluntary,1,1,Resigned,9/5/2001,7/23/2010,Y
EMP_429,24,Other,Single,Doctorate,HR,IT,15,41481,4,1,0,Completed,None,3,9,Active,10/26/2017,,N
EMP_430,46,Female,Married,Bachelor's,Engineer,IT,7,100711,3,1,2,Completed,Involuntary,1,9,Active,7/17/2012,,N
EMP_431,33,Female,Divorced,Doctorate,Engineer,Engineering,9,113518,5,1,0,Completed,Voluntary,4,14,Terminated,9/5/2016,11/8/2022,Y
EMP_432,50,Other,Single,High School,Engineer,Finance,15,61334,2,4,0,Not Completed,Involuntary,4,0,Active,3/26/2014,,N
EMP_433,24,Male,Divorced,High School,Finance,IT,14,89252,5,1,2,Completed,Retirement,3,2,Active,2/4/2012,,N
EMP_434,44,Female,Divorced,High School,Engineer,Sales,19,113462,3,3,0,Completed,None,5,11,Resigned,8/5/2011,1/16/2017,Y
EMP_435,44,Female,Divorced,High School,Engineer,IT,18,38333,5,1,1,Not Completed,None,4,3,Active,7/5/2009,,N
EMP_436,39,Male,Divorced,Master's,Manager,Finance,9,109996,4,3,1,Completed,None,5,12,Active,1/10/2009,,N
EMP_437,32,Female,Divorced,Bachelor's,Manager,Sales,1,95625,2,1,0,Not Completed,Voluntary,5,4,Active,7/13/2003,,N
EMP_438,57,Other,Single,Bachelor's,Manager,Sales,12,50790,3,1,1,Not Completed,None,1,10,Active,7/8/2006,,N
EMP_439,47,Female,Divorced,Bachelor's,Manager,Sales,10,35490,2,4,2,Not Completed,Voluntary,5,9,Active,8/11/2000,,N
EMP_440,29,Male,Single,Master's,Engineer,Finance,7,78055,4,1,2,Not Completed,Retirement,3,2,Active,10/11/2012,,N
EMP_441,49,Male,Divorced,Bachelor's,Manager,IT,14,107240,3,3,0,Completed,Retirement,1,14,Active,9/24/2007,,N
EMP_442,39,Female,Married,High School,Sales,Finance,1,47593,3,4,1,Completed,Voluntary,3,14,Active,4/2/2008,,N
EMP_443,34,Male,Single,Bachelor's,HR,Finance,15,67746,2,4,0,Not Completed,Involuntary,5,12,Resigned,7/20/2015,2/11/2025,Y
EMP_444,57,Male,Divorced,Bachelor's,Manager,Management,1,65992,5,1,1,Completed,None,4,13,Active,3/25/2007,,N
EMP_445,33,Female,Single,Doctorate,Finance,Finance,13,67624,5,1,2,Completed,Voluntary,5,4,Active,6/5/2013,,N
EMP_446,43,Female,Divorced,Master's,HR,Engineering,2,119713,1,2,1,Completed,Involuntary,3,11,Active,9/13/2002,,N
EMP_447,23,Male,Divorced,High School,IT Support,Management,3,52623,1,1,1,Not Completed,None,2,6,Active,6/15/2016,,N
EMP_448,49,Female,Single,High School,IT Support,Sales,4,30148,3,2,0,Completed,Retirement,2,10,Active,10/20/2002,,N
EMP_449,34,Other,Divorced,High School,Sales,IT,16,45263,2,3,2,Not Completed,None,4,8,Active,3/23/2004,,N
EMP_450,54,Female,Divorced,Bachelor's,HR,HR,12,54449,3,1,1,Not Completed,None,3,4,Terminated,3/6/2019,2/27/2027,Y
EMP_451,24,Male,Divorced,High School,HR,IT,4,119619,2,1,2,Completed,Voluntary,4,3,Terminated,6/26/2003,12/30/2004,Y
EMP_452,55,Other,Divorced,High School,Sales,Management,12,80577,4,2,1,Completed,Voluntary,1,9,Active,11/14/2004,,N
EMP_453,44,Male,Divorced,Doctorate,IT Support,Management,7,72314,1,2,2,Not Completed,None,5,10,Active,8/27/2004,,N
EMP_454,53,Male,Divorced,Bachelor's,Manager,Sales,3,43538,3,4,1,Not Completed,None,1,12,Active,10/5/2010,,N
EMP_455,41,Other,Single,Doctorate,Sales,Finance,5,81787,4,4,2,Not Completed,Voluntary,2,8,Active,2/12/2006,,N
EMP_456,49,Female,Married,Master's,Finance,Finance,12,97899,5,1,1,Completed,Involuntary,5,7,Resigned,11/23/2011,10/15/2017,Y
EMP_457,29,Male,Divorced,Bachelor's,Sales,Management,12,95246,1,3,2,Not Completed,Involuntary,1,4,Active,10/3/2008,,N
EMP_458,24,Female,Single,Doctorate,Engineer,Finance,7,57508,2,4,1,Completed,None,2,8,Resigned,8/25/2008,12/13/2013,Y
EMP_459,51,Female,Married,Master's,IT Support,Management,12,98643,5,4,1,Completed,Involuntary,1,10,Terminated,9/30/2019,2/15/2023,Y
EMP_460,46,Other,Single,Doctorate,Engineer,IT,2,35628,5,4,2,Completed,None,5,13,Active,11/27/2010,,N
EMP_461,51,Male,Married,Master's,IT Support,HR,14,96987,4,2,0,Completed,None,1,8,Active,3/10/2016,,N
EMP_462,50,Other,Married,High School,IT Support,IT,16,71409,3,1,1,Not Completed,None,5,0,Active,10/20/2002,,N
EMP_463,51,Other,Married,High School,HR,HR,7,45180,3,2,1,Not Completed,None,1,11,Active,6/29/2017,,N
EMP_464,55,Male,Single,Bachelor's,Manager,Sales,4,42377,4,3,0,Not Completed,Involuntary,4,5,Terminated,5/11/2019,9/17/2024,Y
EMP_465,46,Male,Married,Doctorate,Manager,Engineering,5,73548,5,2,1,Not Completed,Voluntary,1,10,Active,11/10/2016,,N
EMP_466,38,Other,Divorced,Doctorate,IT Support,Engineering,14,85003,1,1,2,Not Completed,Retirement,1,4,Active,7/6/2010,,N
EMP_467,45,Other,Divorced,Master's,IT Support,IT,9,82100,5,2,0,Not Completed,Involuntary,4,5,Resigned,4/5/2002,6/13/2010,Y
EMP_468,59,Other,Married,Bachelor's,Engineer,Finance,5,50319,4,3,1,Not Completed,Involuntary,2,9,Active,6/29/2007,,N
EMP_469,49,Male,Married,High School,Finance,Engineering,2,60685,5,1,2,Completed,None,5,2,Active,4/29/2009,,N
EMP_470,54,Male,Divorced,Doctorate,Sales,HR,5,53214,5,1,2,Not Completed,Involuntary,3,13,Active,8/6/2007,,N
EMP_471,57,Other,Single,Master's,IT Support,Sales,3,82861,5,1,0,Completed,None,2,2,Active,9/6/2012,,N
EMP_472,28,Male,Single,High School,IT Support,HR,10,113209,5,1,0,Completed,Involuntary,5,9,Active,5/6/2001,,N
EMP_473,44,Male,Divorced,High School,Sales,Management,8,79655,1,3,0,Not Completed,Voluntary,1,4,Active,2/2/2005,,N
EMP_474,47,Male,Single,High School,Sales,Finance,10,87103,2,1,2,Not Completed,Involuntary,2,6,Active,5/28/2006,,N
EMP_475,35,Female,Single,Master's,Finance,Finance,2,114067,2,3,1,Not Completed,None,1,3,Active,2/20/2017,,N
EMP_476,49,Female,Married,Master's,Finance,Engineering,14,39657,3,3,2,Not Completed,None,2,5,Active,8/14/2001,,N
EMP_477,45,Other,Single,High School,Sales,Management,4,34520,2,2,2,Completed,Voluntary,2,4,Terminated,6/27/2007,2/22/2012,Y
EMP_478,28,Female,Divorced,Master's,IT Support,Engineering,12,66484,2,2,0,Completed,Involuntary,3,1,Active,11/9/2018,,N
EMP_479,57,Other,Single,High School,IT Support,Engineering,14,59577,2,1,1,Completed,None,4,12,Active,2/1/2004,,N
EMP_480,36,Other,Married,High School,Sales,Engineering,16,77599,5,4,2,Completed,Voluntary,2,10,Terminated,8/5/2002,11/9/2006,Y
EMP_481,24,Male,Divorced,High School,IT Support,Management,5,60558,5,4,0,Not Completed,Voluntary,1,11,Terminated,4/24/2004,2/7/2013,Y
EMP_482,23,Other,Divorced,Master's,Finance,Engineering,16,31210,1,1,0,Completed,Voluntary,3,0,Resigned,11/13/2001,10/30/2008,Y
EMP_483,28,Other,Divorced,Bachelor's,Sales,Finance,4,93807,5,3,1,Completed,Retirement,2,5,Active,9/20/2001,,N
EMP_484,37,Other,Married,Bachelor's,Finance,Engineering,3,103594,5,2,1,Not Completed,Involuntary,4,4,Active,12/3/2015,,N
EMP_485,42,Other,Divorced,Master's,IT Support,Management,1,82972,2,1,0,Not Completed,Voluntary,1,8,Active,11/1/2012,,N
EMP_486,30,Male,Married,Doctorate,IT Support,Management,4,73304,1,1,1,Not Completed,None,3,11,Resigned,4/9/2012,2/15/2015,Y
EMP_487,33,Male,Married,Master's,HR,HR,9,106999,1,3,1,Completed,Voluntary,5,6,Active,8/12/2015,,N
EMP_488,50,Other,Single,Doctorate,Engineer,Engineering,1,32843,2,2,2,Not Completed,None,4,0,Active,12/30/2012,,N
EMP_489,45,Female,Divorced,High School,Engineer,Management,16,109871,2,4,1,Not Completed,Retirement,5,12,Active,2/18/2006,,N
EMP_490,54,Female,Single,Doctorate,Finance,IT,3,49834,1,4,0,Completed,Involuntary,5,9,Active,4/12/2010,,N
EMP_491,35,Other,Single,High School,Sales,Engineering,6,82670,4,1,1,Not Completed,Voluntary,3,5,Active,4/10/2000,,N
EMP_492,39,Male,Married,Bachelor's,Engineer,Sales,13,102180,2,1,2,Completed,None,3,10,Resigned,12/29/2002,8/3/2006,Y
EMP_493,26,Other,Single,High School,IT Support,Finance,17,115780,2,1,1,Not Completed,Involuntary,3,6,Resigned,6/29/2014,11/2/2019,Y
EMP_494,36,Other,Single,Doctorate,Manager,Finance,15,113064,1,1,2,Not Completed,Involuntary,5,2,Active,10/27/2006,,N
EMP_495,28,Male,Single,Bachelor's,Sales,IT,12,82278,4,1,1,Not Completed,Retirement,1,13,Resigned,4/30/2010,9/28/2011,Y
EMP_496,46,Female,Divorced,Bachelor's,Finance,Engineering,8,70428,4,4,1,Not Completed,None,3,8,Active,3/8/2001,,N
EMP_497,35,Other,Single,Master's,IT Support,Finance,16,95553,3,1,0,Completed,Voluntary,4,10,Active,8/9/2014,,N
EMP_498,57,Male,Married,Doctorate,IT Support,Finance,3,101535,4,2,0,Completed,Voluntary,3,13,Active,6/20/2001,,N
EMP_499,56,Male,Divorced,Doctorate,Manager,Sales,4,113576,2,3,1,Completed,Voluntary,3,13,Active,8/23/2001,,N
EMP_500,45,Other,Married,Master's,Finance,Finance,7,107933,5,4,1,Not Completed,None,3,10,Active,7/24/2004,,N
EMP_501,36,Male,Divorced,Master's,Sales,Finance,15,75386,1,3,2,Completed,Retirement,5,1,Active,7/18/2007,,N
EMP_502,32,Other,Divorced,Bachelor's,IT Support,Management,11,64055,2,3,2,Completed,None,1,0,Terminated,11/14/2000,5/23/2004,Y
EMP_503,45,Female,Divorced,Master's,HR,Finance,16,46651,1,1,0,Not Completed,None,3,9,Terminated,6/8/2017,7/10/2021,Y
EMP_504,32,Other,Married,Bachelor's,IT Support,Engineering,14,63202,4,3,1,Completed,None,5,9,Active,11/18/2017,,N
EMP_505,38,Female,Single,Doctorate,HR,Finance,13,81187,1,2,1,Completed,Involuntary,4,11,Active,7/12/2013,,N
EMP_506,27,Male,Divorced,Master's,HR,Engineering,9,65265,2,1,2,Completed,Involuntary,1,8,Active,2/5/2005,,N
EMP_507,42,Other,Married,Doctorate,Sales,Finance,18,69208,5,4,1,Not Completed,None,5,6,Active,3/21/2010,,N
EMP_508,29,Male,Divorced,Bachelor's,Sales,Engineering,3,68805,2,2,1,Completed,Voluntary,2,9,Active,3/7/2004,,N
EMP_509,36,Other,Single,High School,Manager,Finance,5,70574,3,4,1,Not Completed,Involuntary,4,12,Active,3/11/2000,,N
EMP_510,53,Male,Divorced,High School,IT Support,IT,2,82360,1,1,2,Not Completed,Voluntary,4,10,Active,5/15/2014,,N
EMP_511,31,Female,Married,Doctorate,Sales,Engineering,17,74938,2,1,2,Completed,None,2,0,Active,3/19/2001,,N
EMP_512,49,Other,Divorced,Bachelor's,Sales,Finance,16,119084,4,4,2,Completed,Involuntary,5,3,Active,11/7/2012,,N
EMP_513,36,Male,Married,Bachelor's,Manager,Sales,13,78524,4,3,1,Completed,Voluntary,5,9,Resigned,1/21/2001,2/9/2005,Y
EMP_514,33,Other,Single,High School,Manager,Management,11,77515,2,4,2,Not Completed,None,4,12,Resigned,11/13/2016,10/26/2019,Y
EMP_515,39,Other,Single,Bachelor's,IT Support,Management,8,118383,3,2,0,Completed,Voluntary,5,2,Active,7/15/2015,,N
EMP_516,58,Female,Divorced,Bachelor's,Finance,Management,5,101231,1,3,0,Not Completed,None,2,10,Active,3/23/2014,,N
EMP_517,45,Male,Single,Doctorate,Engineer,Management,2,109173,3,1,2,Completed,Involuntary,5,6,Terminated,2/12/2005,4/26/2008,Y
EMP_518,58,Other,Married,High School,IT Support,Sales,4,109414,5,2,2,Not Completed,None,4,4,Active,9/22/2012,,N
EMP_519,50,Other,Divorced,Bachelor's,Engineer,IT,3,34886,2,2,1,Completed,Involuntary,5,8,Active,7/4/2005,,N
EMP_520,31,Other,Married,Doctorate,Finance,IT,2,33771,3,1,2,Not Completed,None,1,10,Active,12/31/2007,,N
EMP_521,35,Other,Divorced,Master's,HR,Sales,3,89070,5,3,2,Not Completed,None,2,2,Active,1/6/2015,,N
EMP_522,37,Other,Married,High School,IT Support,Finance,16,68672,3,1,0,Not Completed,None,2,10,Active,3/5/2009,,N
EMP_523,58,Male,Divorced,Doctorate,Sales,Sales,9,76686,5,2,0,Completed,None,3,5,Active,10/6/2000,,N
EMP_524,32,Other,Married,Master's,Manager,Management,6,77193,4,2,0,Not Completed,Voluntary,5,9,Active,2/9/2002,,N
EMP_525,47,Other,Married,Bachelor's,IT Support,IT,15,110630,4,2,0,Not Completed,None,2,1,Resigned,3/25/2015,6/14/2021,Y
EMP_526,40,Other,Divorced,Bachelor's,Manager,HR,5,115432,2,1,2,Not Completed,None,5,2,Active,8/11/2002,,N
EMP_527,39,Male,Married,Master's,HR,Finance,9,74765,3,4,0,Completed,None,1,3,Active,2/11/2012,,N
EMP_528,51,Other,Single,Doctorate,Manager,Engineering,6,76346,4,2,1,Not Completed,None,4,5,Active,4/8/2004,,N
EMP_529,53,Other,Married,Bachelor's,HR,IT,3,54487,1,2,1,Not Completed,Voluntary,4,10,Active,3/18/2018,,N
EMP_530,44,Female,Divorced,Bachelor's,Finance,Management,13,107111,4,3,2,Completed,None,3,0,Active,11/2/2006,,N
EMP_531,33,Female,Single,Doctorate,HR,IT,15,113764,4,4,1,Not Completed,Voluntary,3,14,Active,6/8/2009,,N
EMP_532,34,Other,Single,Doctorate,Engineer,Management,11,33924,3,3,0,Completed,None,2,14,Active,3/21/2009,,N
EMP_533,42,Other,Married,Master's,IT Support,Management,16,78469,5,2,0,Completed,Involuntary,2,5,Active,9/17/2009,,N
EMP_534,42,Female,Married,Bachelor's,HR,IT,15,75938,1,4,1,Completed,Voluntary,2,3,Resigned,2/12/2019,4/18/2021,Y
EMP_535,50,Male,Married,Doctorate,IT Support,IT,6,51265,1,3,2,Completed,None,1,7,Resigned,9/6/2006,1/25/2012,Y
EMP_536,50,Male,Single,High School,Finance,IT,14,46918,5,1,0,Not Completed,None,3,8,Active,4/18/2000,,N
EMP_537,48,Female,Single,Master's,HR,Sales,11,70345,3,3,0,Completed,None,3,7,Active,3/12/2012,,N
EMP_538,50,Other,Single,Master's,Finance,IT,10,101266,4,4,1,Not Completed,None,4,7,Terminated,8/13/2002,4/2/2007,Y
EMP_539,36,Female,Divorced,Master's,Engineer,Engineering,16,38476,5,3,2,Completed,None,3,12,Active,5/19/2019,,N
EMP_540,33,Male,Divorced,Master's,Sales,Finance,12,70755,1,4,2,Not Completed,None,3,12,Terminated,3/14/2009,4/10/2010,Y
EMP_541,40,Female,Married,High School,Finance,Management,7,40861,1,4,1,Not Completed,Voluntary,1,1,Active,7/21/2009,,N
EMP_542,33,Male,Divorced,Master's,Sales,IT,7,91130,4,3,0,Not Completed,None,2,13,Active,11/13/2000,,N
EMP_543,44,Other,Divorced,Master's,Finance,Engineering,18,99677,4,3,1,Not Completed,None,1,9,Active,12/6/2000,,N
EMP_544,26,Other,Married,Doctorate,HR,HR,15,70704,2,1,1,Not Completed,None,5,1,Resigned,11/19/2014,6/22/2019,Y
EMP_545,47,Other,Married,Bachelor's,Sales,IT,6,92910,5,3,1,Completed,None,4,5,Active,3/2/2012,,N
EMP_546,31,Male,Single,Master's,Finance,Sales,19,59839,4,4,0,Not Completed,Retirement,4,14,Resigned,9/5/2005,8/25/2007,Y
EMP_547,43,Female,Single,Doctorate,IT Support,Management,8,87405,2,2,0,Not Completed,Involuntary,4,4,Resigned,9/29/2001,11/4/2007,Y
EMP_548,44,Other,Married,Doctorate,Finance,Engineering,15,117781,3,3,1,Not Completed,None,2,5,Active,4/23/2012,,N
EMP_549,32,Male,Married,Bachelor's,Sales,IT,4,84353,1,3,2,Completed,Involuntary,2,8,Active,9/7/2017,,N
EMP_550,49,Other,Divorced,Doctorate,IT Support,Engineering,18,48767,5,4,1,Completed,None,2,11,Active,7/19/2015,,N
EMP_551,52,Female,Divorced,Doctorate,Finance,Management,13,87554,3,2,0,Completed,Involuntary,4,9,Active,3/21/2012,,N
EMP_552,29,Other,Divorced,Master's,Sales,Engineering,1,114367,5,1,2,Completed,None,4,6,Resigned,7/18/2006,1/11/2013,Y
EMP_553,49,Male,Married,Master's,Engineer,Engineering,8,115189,5,2,2,Completed,None,4,4,Active,9/19/2018,,N
EMP_554,37,Male,Married,Doctorate,Manager,IT,19,38568,4,4,0,Completed,None,5,9,Active,1/6/2015,,N
EMP_555,52,Other,Single,High School,Engineer,IT,17,72145,2,4,0,Not Completed,Retirement,5,6,Active,12/2/2010,,N
EMP_556,37,Other,Divorced,Bachelor's,Sales,Finance,10,57855,5,4,1,Completed,Involuntary,4,7,Resigned,9/8/2013,2/23/2022,Y
EMP_557,26,Male,Single,Doctorate,HR,Sales,1,82650,3,4,0,Not Completed,None,2,10,Active,3/20/2014,,N
EMP_558,56,Other,Married,Doctorate,HR,Finance,1,44379,5,2,2,Not Completed,None,2,11,Terminated,9/28/2008,9/20/2015,Y
EMP_559,46,Other,Divorced,High School,Manager,Sales,5,98383,2,2,1,Not Completed,Voluntary,5,0,Resigned,10/11/2010,5/15/2020,Y
EMP_560,34,Other,Single,Bachelor's,Sales,Sales,1,119578,1,2,1,Not Completed,Voluntary,5,9,Resigned,9/21/2011,2/20/2013,Y
EMP_561,50,Female,Married,Doctorate,IT Support,Finance,13,53830,5,3,2,Not Completed,Voluntary,4,10,Active,2/9/2019,,N
EMP_562,48,Female,Single,Doctorate,Finance,Management,9,54467,3,4,0,Not Completed,None,4,10,Active,6/24/2006,,N
EMP_563,38,Female,Divorced,Master's,Engineer,Engineering,16,88130,1,3,1,Completed,None,2,6,Active,3/21/2008,,N
EMP_564,58,Other,Single,Doctorate,IT Support,HR,8,63500,1,3,2,Not Completed,None,3,3,Active,11/2/2012,,N
EMP_565,59,Male,Single,High School,Engineer,Finance,14,84215,4,3,2,Completed,Retirement,2,4,Resigned,7/15/2019,8/8/2024,Y
EMP_566,50,Other,Married,Doctorate,Manager,Finance,17,91212,4,1,2,Not Completed,Involuntary,2,12,Active,4/14/2004,,N
EMP_567,55,Other,Divorced,Bachelor's,Manager,Management,4,53620,5,3,0,Not Completed,None,4,1,Active,3/3/2002,,N
EMP_568,51,Female,Single,Bachelor's,Manager,Engineering,7,75577,3,4,0,Not Completed,Voluntary,3,9,Active,2/21/2010,,N
EMP_569,52,Male,Married,High School,IT Support,IT,17,89999,4,3,0,Not Completed,Involuntary,3,4,Active,7/28/2006,,N
EMP_570,43,Female,Divorced,Doctorate,IT Support,Finance,16,54195,2,4,0,Completed,Involuntary,4,8,Active,12/20/2000,,N
EMP_571,46,Male,Married,Doctorate,Manager,HR,14,74254,2,1,2,Completed,Voluntary,1,0,Active,7/3/2011,,N
EMP_572,25,Other,Divorced,Doctorate,IT Support,Engineering,16,94383,1,2,1,Completed,Involuntary,4,2,Active,8/31/2010,,N
EMP_573,56,Other,Married,Doctorate,Manager,Finance,2,58222,1,4,2,Completed,Voluntary,5,3,Active,5/10/2012,,N
EMP_574,30,Other,Married,Doctorate,IT Support,IT,15,34619,1,3,1,Not Completed,Voluntary,3,8,Active,12/31/2010,,N
EMP_575,47,Male,Married,Bachelor's,Manager,Finance,11,106039,2,4,1,Not Completed,Involuntary,4,1,Active,12/20/2012,,N
EMP_576,48,Female,Single,Master's,Finance,IT,13,62287,4,3,1,Completed,None,2,6,Active,3/2/2006,,N
EMP_577,48,Female,Single,Bachelor's,Finance,Sales,4,88928,4,2,0,Not Completed,Voluntary,2,8,Resigned,7/18/2001,1/15/2009,Y
EMP_578,39,Female,Married,Master's,Engineer,Sales,1,82158,5,4,2,Not Completed,Involuntary,2,11,Resigned,6/15/2009,9/7/2012,Y
EMP_579,51,Male,Divorced,Bachelor's,Engineer,Finance,15,50428,3,3,1,Completed,Voluntary,4,9,Active,7/26/2003,,N
EMP_580,52,Male,Married,High School,Manager,Management,12,96746,2,4,2,Completed,Retirement,1,3,Active,5/3/2017,,N
EMP_581,24,Other,Single,Doctorate,Engineer,Sales,9,41606,1,2,0,Not Completed,None,5,4,Active,10/16/2004,,N
EMP_582,50,Female,Divorced,Master's,IT Support,Finance,7,81138,3,2,1,Completed,None,2,11,Resigned,2/3/2007,2/26/2011,Y
EMP_583,28,Male,Single,Bachelor's,Manager,IT,3,119393,1,2,0,Not Completed,None,4,11,Resigned,9/14/2000,8/26/2010,Y
EMP_584,39,Female,Married,Master's,Finance,Engineering,16,48132,3,4,0,Not Completed,Voluntary,1,11,Active,1/22/2018,,N
EMP_585,37,Female,Single,Doctorate,HR,IT,4,111094,3,4,2,Not Completed,Voluntary,3,9,Terminated,5/14/2004,4/8/2011,Y
EMP_586,53,Male,Single,High School,Finance,HR,14,79909,4,3,1,Not Completed,Voluntary,3,3,Active,1/12/2017,,N
EMP_587,59,Male,Single,Doctorate,Sales,Sales,13,96454,5,2,0,Not Completed,None,5,11,Active,11/12/2002,,N
EMP_588,46,Other,Married,Bachelor's,Finance,Finance,19,55695,5,3,2,Not Completed,None,4,6,Terminated,3/13/2018,2/14/2022,Y
EMP_589,53,Other,Single,Bachelor's,Sales,Sales,2,38897,1,4,1,Not Completed,Voluntary,4,7,Active,2/10/2006,,N
EMP_590,40,Other,Married,Master's,Engineer,IT,10,117974,2,1,1,Completed,Voluntary,2,7,Active,2/7/2007,,N
EMP_591,24,Female,Married,High School,Finance,IT,19,51313,5,2,0,Completed,Involuntary,1,14,Resigned,3/1/2011,6/22/2015,Y
EMP_592,56,Female,Single,High School,HR,Engineering,15,98397,2,3,0,Completed,Voluntary,5,13,Active,10/24/2009,,N
EMP_593,50,Other,Divorced,Bachelor's,IT Support,Management,7,83646,1,2,0,Completed,None,1,13,Resigned,6/28/2004,9/24/2006,Y
EMP_594,32,Female,Single,Master's,Finance,Finance,15,64575,2,3,0,Completed,Retirement,5,14,Active,9/7/2004,,N
EMP_595,27,Female,Single,Doctorate,IT Support,Engineering,17,98185,3,3,1,Not Completed,None,4,2,Active,2/18/2000,,N
EMP_596,40,Female,Single,Doctorate,Finance,HR,16,34423,3,1,0,Not Completed,Involuntary,4,1,Active,6/16/2000,,N
EMP_597,58,Female,Divorced,Bachelor's,Finance,Finance,17,72580,1,4,0,Completed,Voluntary,5,5,Active,1/27/2005,,N
EMP_598,48,Male,Divorced,Bachelor's,IT Support,HR,16,94806,2,2,0,Not Completed,Retirement,1,11,Resigned,7/21/2010,1/15/2018,Y
EMP_599,26,Male,Married,Doctorate,IT Support,Management,18,65210,2,4,1,Completed,None,3,0,Resigned,3/30/2010,8/17/2017,Y
EMP_600,47,Other,Divorced,Doctorate,Manager,Finance,17,103175,1,3,2,Not Completed,Involuntary,3,11,Active,8/30/2005,,N
EMP_601,56,Other,Divorced,Doctorate,Finance,Finance,4,32595,5,4,2,Not Completed,Retirement,2,8,Active,1/26/2001,,N
EMP_602,40,Female,Single,Master's,Finance,Engineering,2,117057,4,1,1,Not Completed,None,2,6,Resigned,1/29/2008,2/8/2012,Y
EMP_603,38,Female,Married,High School,HR,Sales,17,75974,5,4,2,Completed,Voluntary,1,7,Resigned,4/21/2014,9/8/2022,Y
EMP_604,56,Male,Married,Bachelor's,IT Support,Finance,17,75132,4,3,1,Not Completed,Retirement,4,6,Resigned,10/1/2015,6/11/2020,Y
EMP_605,34,Female,Divorced,Bachelor's,IT Support,Management,2,99611,2,3,0,Completed,Involuntary,1,4,Active,12/11/2015,,N
EMP_606,35,Female,Divorced,Master's,Sales,Finance,2,105177,4,1,2,Not Completed,None,5,4,Active,12/20/2003,,N
EMP_607,51,Other,Single,Doctorate,Sales,Finance,15,115862,4,2,1,Completed,Voluntary,3,6,Resigned,8/16/2000,4/12/2009,Y
EMP_608,38,Female,Divorced,Master's,IT Support,Finance,16,64539,2,1,1,Completed,None,2,6,Resigned,10/10/2016,1/1/2019,Y
EMP_609,58,Male,Divorced,Doctorate,HR,Finance,11,84827,3,2,0,Completed,Voluntary,1,1,Active,11/26/2008,,N
EMP_610,36,Female,Married,Bachelor's,Engineer,Management,2,80169,4,3,1,Not Completed,Voluntary,1,1,Active,12/17/2000,,N
EMP_611,39,Female,Divorced,High School,Finance,Engineering,8,91568,1,4,2,Not Completed,None,5,6,Active,3/22/2006,,N
EMP_612,35,Female,Single,Master's,Engineer,Sales,12,55094,5,3,0,Not Completed,None,4,4,Resigned,1/20/2011,12/5/2012,Y
